gen,storage,condition,price,model,is_pro,state,state_full,gen_group,type,condition_group
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,142.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,226.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,217.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,225.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,213.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,220.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,227.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,224.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,512.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,224.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,217.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,750.88,iPhone 13,False,VA,Virginia,Modern (13-14),Standard,Second-hand
13.0,256.0,Used,800.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,223.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,217.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,217.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,201.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,215.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,223.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,222.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,207.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,512.0,Used,365.0,iPhone 12 Pro Max,True,AZ,Arizona,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,143.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,166.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,171.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,207.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,220.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,204.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,221.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,128.0,Used,165.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Used,219.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,141.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,215.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,Unknown,,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,226.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,225.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,215.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,Used,207.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,234.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,260.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,265.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,263.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,263.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,221.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,213.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,223.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,141.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,219.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,215.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,219.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,227.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,220.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,225.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,New,403.95,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,512.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,Open Box,327.55,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,243.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,236.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,237.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,239.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,512.0,New,403.95,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,236.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,235.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,240.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,228.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,236.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,219.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,237.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,222.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,235.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,226.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,512.0,New,432.12,iPhone 13,False,NJ,New Jersey,Modern (13-14),Standard,New
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,231.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,New,673.99,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,216.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,243.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,218.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,226.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,238.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,143.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,229.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,143.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,224.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,128.0,Used,199.99,iPhone 13,False,VA,Virginia,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,208.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,226.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
